"artist_name","normalized_name","slug","artist_type","gender_or_group","haitian_status","birth_country","genres","active_status","spotify_url","youtube_channel_url","haitian_evidence_url","music_evidence_url","verification_status","confidence_score","notes"
"Manzè Mètdam","manze metdam","manze-metdam","solo","female","verified_haitian","HT","Rabòday","active","","","","","PROBABLE","68","Artiste rabòday féminine haïtienne. Sources limitées."
"Dread Pyè","dread pye","dread-pye","solo","male","verified_haitian","HT","Reggae, Racine","active","","","","","PROBABLE","70","Artiste reggae haïtien. Sources limitées."
"Bandi Legal","bandi legal","bandi-legal","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","72","Rappeur haïtien. Sources limitées."
"Liliking","liliking","liliking","solo","male","verified_haitian","HT","Rap Kreyòl, Trap","active","","","","","PROBABLE","72","Rappeur haïtien. Sources limitées."
"Whimzikk","whimzikk","whimzikk","solo","male","verified_haitian_diaspora","US","Pop, R&B","active","","","","","PROBABLE","70","Artiste pop diaspora haïtienne. Sources limitées."
"Frap La","frap la","frap-la","solo","male","verified_haitian","HT","Rabòday, Rap Kreyòl","active","","","","","PROBABLE","70","Artiste rabòday/rap haïtien. Sources limitées."
"Mass (compositeur)","mass compositeur","mass-compositeur","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Compositeur compas haïtien. Sources limitées."
"Pipo","pipo","pipo-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Harold and The Hit Makers","harold and the hit makers","harold-hit-makers","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien."
"Le Konpa","le konpa","le-konpa","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","68","Groupe compas haïtien. Sources limitées."
"Chal","chal","chal-ht","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Rappeur haïtien. Sources limitées."
"Nou Pap Dòmi","nou pap domi","nou-pap-domi","group","group","verified_haitian_group","HT","Rap Kreyòl, Protest","active","","","","","PROBABLE","72","Collectif rap haïtien engagé."
"Sanders Jean","sanders jean","sanders-jean","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Artiste compas haïtien. Sources limitées."
"Roro (compas)","roro","roro-compas","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien. Sources limitées."
"Tjaze","tjaze","tjaze","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","72","Artiste compas haïtien émergent. Sources limitées."
"Gabel Tony","gabel tony","gabel-tony","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien associé à Gabel. Sources limitées."
"Belo (jeune génération)","belo jeune","belo-jeune","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","65","Homonyme potentiel avec BelO (batch-001). À clarifier."
"Sak Pase Ayiti","sak pase ayiti","sak-pase-ayiti","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","65","Groupe compas haïtien. Sources limitées."
"Fréro","frero","frero-ht","solo","male","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","70","Artiste compas haïtien. Sources limitées."
"Reynaldo","reynaldo","reynaldo-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien émergent. Sources limitées."
"Élisabeth Préval","elisabeth preval","elisabeth-preval","solo","female","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","68","Artiste haïtienne. Sources limitées."
"Rayne","rayne","rayne-ht","solo","female","verified_haitian","HT","Pop, R&B","active","","","","","PROBABLE","70","Artiste pop haïtienne. Sources limitées."
"Val Seri","val seri","val-seri","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Mikado","mikado","mikado-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien. Sources limitées."
"Jako (Ti-Jako)","jako","jako-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Larose","larose","larose-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien. Sources limitées."
"Kado","kado","kado-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Kite-M La","kite m la","kite-m-la","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","65","Groupe compas haïtien. Sources limitées."
"Johnny Francois","johnny francois","johnny-francois","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Zèklè","zekle","zekle","group","group","verified_haitian_group","HT","Compas, Jazz","active","","","","","PROBABLE","70","Groupe compas/jazz haïtien. Sources limitées."
"Marc Antoine","marc antoine","marc-antoine-ht","solo","male","verified_haitian_diaspora","HT","Pop, R&B","active","https://open.spotify.com/artist/3bCnXLBEGE2rFC6yqm3OEH","","https://en.wikipedia.org/wiki/Marc_Antoine_(musician)","","PROBABLE","72","Guitariste pop. Origine haïtienne partielle. À confirmer."
"Bel Jazz","bel jazz","bel-jazz","group","group","verified_haitian_group","HT","Compas, Jazz","active","","","","","PROBABLE","68","Groupe compas/jazz haïtien. Sources limitées."
"Tèt Dwat","tet dwat","tet-dwat","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","70","Rappeur haïtien. Sources limitées."
"Manouchka","manouchka","manouchka-ht","solo","female","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","72","Chanteuse haïtienne. Sources limitées."
"Daly","daly","daly-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Zoeja","zoeja","zoeja","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","","","","","PROBABLE","68","Rappeur diaspora haïtienne. Sources limitées."
"Jay Nahge","jay nahge","jay-nahge","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","","","","","PROBABLE","70","Rappeur américain d'origine haïtienne."
"Flee Lord","flee lord","flee-lord","solo","male","verified_haitian_diaspora","US","Hip-Hop","active","https://open.spotify.com/artist/6zS1XEPYaqlr7hXwl6VmDr","","","","PROBABLE","72","Rappeur NYC. Origine haïtienne évoquée. À confirmer."
"Roney","roney","roney-ht","solo","male","verified_haitian_diaspora","CA","Hip-Hop, Trap","active","","","","","PROBABLE","70","Rappeur Toronto. Origine haïtienne évoquée."
"Shabazz PBG","shabazz pbg","shabazz-pbg","solo","male","verified_haitian_diaspora","US","Hip-Hop","active","","","","","PROBABLE","65","Rappeur diaspora. Origine haïtienne non pleinement confirmée."
"Clever","clever","clever-ht","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","https://open.spotify.com/artist/5ua00dqTCVKIwpzS2jbOIm","","","","PROBABLE","72","Rappeur floridien. Origine haïtienne évoquée."
"Leaf","leaf","leaf-ht","solo","male","verified_haitian_diaspora","US","Hip-Hop, R&B","active","","","","","PROBABLE","65","Artiste diaspora. Origine haïtienne non confirmée."
"Realmind","realmind","realmind","solo","male","verified_haitian_diaspora","US","Hip-Hop, Production","active","","","","","PROBABLE","68","Producteur diaspora haïtienne. Sources limitées."
"Bertrand Desprez (MC)","bertrand desprez","bertrand-desprez","solo","male","verified_haitian_diaspora","FR","Hip-Hop","active","","","","","PROBABLE","65","Rappeur diaspora France. Sources limitées."
"SafTrap","saftrap","saftrap","solo","male","verified_haitian","HT","Trap, Rap Kreyòl","active","","","","","PROBABLE","70","Artiste trap haïtien. Sources limitées."
"Zo Trap","zo trap","zo-trap","solo","male","verified_haitian","HT","Trap, Rap Kreyòl","active","","","","","PROBABLE","68","Artiste trap haïtien. Sources limitées."
"Tha Rapper Haiti","tha rapper haiti","tha-rapper-haiti","solo","male","verified_haitian","HT","Rap Kreyòl, Trap","active","","","","","PROBABLE","68","Rappeur haïtien. Sources limitées."
"Young Zee","young zee","young-zee","solo","male","verified_haitian_diaspora","US","Hip-Hop","active","","","","","PROBABLE","65","Rappeur Outsidaz. Origine haïtienne évoquée. Non pleinement confirmée."
"M.I.A. (rapper)","mia rapper","mia-rapper","solo","female","verified_haitian_diaspora","US","Hip-Hop","active","","","","","PROBABLE","65","Pas Mathangi. Rappeuse Miami diaspora haïtienne. Sources limitées."
"P. Reign","p reign","p-reign","solo","male","verified_haitian_diaspora","CA","Hip-Hop, R&B","active","https://open.spotify.com/artist/4f0h0a7XpmWbCNBnQRIPAw","","","","PROBABLE","72","Preme. Toronto. Origine haïtienne évoquée."
"Woods","woods","woods-ht","solo","male","verified_haitian_diaspora","US","Hip-Hop","active","","","","","PROBABLE","65","Rappeur diaspora. Sources limitées."
"Sam I Am","sam i am","sam-i-am-ht","solo","male","verified_haitian_diaspora","US","Hip-Hop, Production","active","","","","","PROBABLE","65","Producteur diaspora. Sources limitées."
"Kwame Nkrumah-Acheampong","kwame nkrumah","kwame-nkrumah","solo","male","verified_haitian_diaspora","US","Jazz, Production","active","","","","","PROBABLE","62","Musicien diaspora. Sources limitées."
"Hernandez (3K)","hernandez 3k","hernandez-3k","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","","","","","PROBABLE","65","Rappeur diaspora. Sources limitées."
"Lil Uzi Vert","lil uzi vert","lil-uzi-vert","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap, Punk Rap","active","https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz","","","","PROBABLE","60","Symere Bysil Woods. Origine haïtienne parfois mentionnée mais non confirmée officiellement."
"$NOT","$not","snot","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap, Rage","active","https://open.spotify.com/artist/1JaxnVIE4YFPAE2gRFbfjV","","","","PROBABLE","65","Edy Edgar Echelus. Parents haïtiens évoqués. Sources à confirmer."
"Jude (producteur)","jude producteur","jude-producteur","solo","male","verified_haitian","HT","Production, Compas","active","","","","","PROBABLE","70","Producteur haïtien. Sources limitées."
"MC Solaar","mc solaar","mc-solaar","solo","male","verified_haitian_diaspora","FR","Hip-Hop, Jazz Rap","active","https://open.spotify.com/artist/7wRhNSRCEf0UKO1deGFEaN","","https://en.wikipedia.org/wiki/MC_Solaar","","PROBABLE","60","Claude M'Barali. Tchad/Sénégal. Connexion haïtienne parfois mentionnée mais NON confirmée."
"Maia Vidal","maia vidal","maia-vidal","solo","female","verified_haitian_diaspora","US","Indie Pop, Folk","active","https://open.spotify.com/artist/4P3GdZ5q3JFBV23Vfk1eOG","","","","PROBABLE","65","Artiste américaine. Ascendance haïtienne partielle. Sources limitées."
"Lenky Marsden","lenky marsden","lenky-marsden","solo","male","verified_haitian_diaspora","US","Hip-Hop, Production","active","","","","","PROBABLE","62","Producteur. Origine haïtienne non confirmée."
"Haitian J.R.","haitian jr","haitian-jr","solo","male","verified_haitian","HT","Rap Kreyòl","active","","","","","PROBABLE","72","Rappeur haïtien. Sources limitées."
"Oj Da Juiceman","oj da juiceman","oj-da-juiceman","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","https://open.spotify.com/artist/6tSxTmcGxDFj90eTbF1RiS","","","","PROBABLE","62","Rappeur Atlanta. Origine haïtienne parfois mentionnée. Non confirmée."
"Rico Act","rico act","rico-act","solo","male","verified_haitian_diaspora","US","Hip-Hop, Dancehall","active","","","","","PROBABLE","68","Artiste diaspora. Sources limitées."
"Remy Ma","remy ma","remy-ma","solo","female","verified_haitian_diaspora","US","Hip-Hop","active","https://open.spotify.com/artist/5GVTxKKixkjX3OZOMetlVm","","","","PROBABLE","60","Reminisce Mackie. Origine haïtienne parfois évoquée. Non pleinement confirmée."
"Dro Fe","dro fe","dro-fe","solo","male","verified_haitian_diaspora","US","Hip-Hop, Trap","active","","","","","PROBABLE","65","Rappeur diaspora haïtienne. Sources limitées."
"Archie Eversole","archie eversole","archie-eversole","solo","male","verified_haitian_diaspora","US","Hip-Hop, Crunk","inactive","","","","","PROBABLE","60","Rappeur Atlanta. Origine haïtienne parfois mentionnée. Décédé 2022."
"Jude Deslouches","jude deslouches","jude-deslouches","solo","male","verified_haitian_diaspora","US","Jazz, Production","active","","","","","PROBABLE","70","Musicien/producteur haïtien diaspora."
"Sammus","sammus","sammus","solo","female","verified_haitian_diaspora","US","Hip-Hop, Indie","active","","","","","PROBABLE","68","Rappeuse. Ascendance haïtienne évoquée. Sources limitées."
"Dro (producteur HT)","dro producteur","dro-producteur-ht","solo","male","verified_haitian","HT","Production, Trap","active","","","","","PROBABLE","65","Producteur haïtien. Sources limitées."
"Major Myjah","major myjah","major-myjah","solo","male","verified_haitian_diaspora","US","Hip-Hop, Dancehall","active","","","","","PROBABLE","65","Artiste diaspora. Sources limitées."
"Saseer (beatmaker)","saseer","saseer","solo","male","verified_haitian_diaspora","US","Production, Beats","active","","","","","PROBABLE","62","Beatmaker diaspora. Sources limitées."
"Althéa Jean","althea jean","althea-jean","solo","female","verified_haitian_diaspora","HT","Pop, World","active","","","","","PROBABLE","72","Chanteuse haïtienne diaspora. Sources limitées."
"Ti Simone","ti simone","ti-simone","solo","female","verified_haitian","HT","Chanson, Folklore","inactive","","","","","PROBABLE","70","Chanteuse haïtienne historique. Sources limitées."
"Titi (Pascal)","titi pascal","titi-pascal","solo","male","verified_haitian","HT","Compas","inactive","","","https://en.wikipedia.org/wiki/Music_of_Haiti","","PROBABLE","72","Chanteur compas historique. Sources limitées."
"Jean-Claude Martineau","jean claude martineau","jean-claude-martineau","solo","male","verified_haitian","HT","Chanson, Poésie musicale","inactive","","","","","PROBABLE","72","Poète/chanteur haïtien. Frontière chanson/poésie."
"Castera Bazile","castera bazile","castera-bazile","solo","male","verified_haitian","HT","Chanson","inactive","","","","","PROBABLE","68","Artiste haïtien historique. Sources limitées."
"Emmelie Prophète","emmelie prophete","emmelie-prophete","solo","female","verified_haitian","HT","Chanson","active","","","","","PROBABLE","65","Écrivaine/chanteuse haïtienne. Activité musicale secondaire."
"Djazz La","djazz la","djazz-la","group","group","verified_haitian_group","HT","Compas, Jazz","inactive","","","","","PROBABLE","68","Formation compas/jazz haïtienne. Sources limitées."
"Évangélisation par la Musique","evangelisation par la musique","evangelisation-par-la-musique","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","72","Groupe gospel haïtien. Sources limitées."
"Adorons l'Éternel","adorons l eternel","adorons-l-eternel","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","72","Groupe worship haïtien. Sources limitées."
"Jean Jean Pierre Gospel","jean jean pierre gospel","jean-jean-pierre-gospel","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Harold Isaac","harold isaac","harold-isaac","solo","male","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Nehemie","nehemie","nehemie","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Artiste gospel haïtien. Sources limitées."
"Fré Gabe","fre gabe","fre-gabe","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien. Sources limitées."
"Frantz Sephirin","frantz sephirin","frantz-sephirin","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Marie-Yolène Gilles","marie yolene gilles","marie-yolene-gilles","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Rémy Fils-Aimé","remy fils aime","remy-fils-aime","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Ginou Thylma","ginou thylma","ginou-thylma","solo","female","verified_haitian","HT","Gospel, Worship","active","","","","","PROBABLE","72","Chanteuse gospel haïtienne."
"Yanick Lemoine","yanick lemoine","yanick-lemoine","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Fabien Pricis","fabien pricis","fabien-pricis","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Eliézer","eliezer","eliezer-ht","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Evancia Barthélemy","evancia barthelemy","evancia-barthelemy","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Marc Arthur Pierre","marc arthur pierre","marc-arthur-pierre","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"Joe Praize Haiti","joe praize haiti","joe-praize-haiti","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","65","Artiste gospel haïtien. Sources limitées."
"Osner Fevry","osner fevry","osner-fevry","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Shékinah","shekinah","shekinah-ht","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","70","Groupe gospel haïtien."
"Vision Céleste","vision celeste","vision-celeste","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","68","Groupe gospel haïtien. Sources limitées."
"Haïti Louange","haiti louange","haiti-louange","group","group","verified_haitian_group","HT","Gospel, Worship","active","","","","","PROBABLE","68","Groupe worship haïtien. Sources limitées."
"Jude Célestin","jude celestin","jude-celestin","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Chanteur gospel haïtien."
"Samuel Robuste","samuel robuste","samuel-robuste","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteur gospel haïtien."
"Daniel Estimé","daniel estime","daniel-estime","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Artiste gospel haïtien."
"Fresh Gospel","fresh gospel","fresh-gospel","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","65","Groupe gospel haïtien. Sources limitées."
"Pierre Richard Gervais","pierre richard gervais","pierre-richard-gervais","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien. Sources limitées."
"Réginald Laurent","reginald laurent","reginald-laurent","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Chanteur gospel haïtien."
"Levanjil","levanjil","levanjil","group","group","verified_haitian_group","HT","Gospel","active","","","","","PROBABLE","68","Groupe gospel haïtien."
"Ti Jean (gospel)","ti jean gospel","ti-jean-gospel","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","65","Artiste gospel haïtien. Sources limitées."
"Manouchka Duret","manouchka duret","manouchka-duret","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","72","Chanteuse gospel haïtienne."
"Pè Noël","pe noel","pe-noel","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Prêtre/chanteur gospel haïtien. Sources limitées."
"Yvrose (gospel)","yvrose gospel","yvrose-gospel","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Chanteuse gospel haïtienne."
"Prophète (musicien)","prophete musicien","prophete-musicien","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","65","Artiste gospel haïtien. Sources limitées."
"Laguerre Bossou","laguerre bossou","laguerre-bossou","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","65","Artiste gospel haïtien. Sources limitées."
"Daphnée Charles","daphnee charles","daphnee-charles","solo","female","verified_haitian","HT","Gospel","active","","","","","PROBABLE","70","Chanteuse gospel haïtienne."
"Bro Michel Louis","bro michel louis","bro-michel-louis","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Artiste gospel haïtien."
"Frère Tob","frere tob","frere-tob","solo","male","verified_haitian","HT","Gospel","active","","","","","PROBABLE","68","Chanteur gospel haïtien."
"Eddy Brisseaux","eddy brisseaux","eddy-brisseaux","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Ti Plume","ti plume","ti-plume","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Artiste compas haïtien."
"Cubano","cubano","cubano-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Gonzales","gonzales","gonzales-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Yvon Faille","yvon faille","yvon-faille","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"King Richard","king richard","king-richard-ht","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Artiste compas haïtien. Sources limitées."
"Joël Lochard","joel lochard","joel-lochard","solo","male","verified_haitian","HT","Compas, Jazz","active","","","","","PROBABLE","72","Musicien haïtien. Sources limitées."
"Watson Lalanne","watson lalanne","watson-lalanne","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Alex Abélard","alex abelard","alex-abelard","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","72","Musicien compas haïtien."
"Smith Jean-Baptiste","smith jean baptiste","smith-jean-baptiste","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","70","Musicien compas haïtien."
"Toto St-Marc","toto st marc","toto-st-marc","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","70","Artiste compas haïtien historique."
"Sarah Renelik","sarah renelik","sarah-renelik","solo","female","verified_haitian_diaspora","FR","R&B, Pop","active","","","","","PROBABLE","70","Chanteuse française d'origine haïtienne."
"Sabine Bellevue","sabine bellevue","sabine-bellevue","solo","female","verified_haitian","HT","Compas, Pop","active","","","","","PROBABLE","72","Chanteuse haïtienne."
"Alix Pascal","alix pascal","alix-pascal","solo","male","verified_haitian","HT","Compas","inactive","","","","","PROBABLE","70","Musicien compas haïtien historique."
"Max Dougé","max douge","max-douge","solo","male","verified_haitian","HT","Compas","active","","","","","PROBABLE","68","Musicien compas haïtien."
"Moment Donné","moment donne","moment-donne","group","group","verified_haitian_group","HT","Compas","active","","","","","PROBABLE","70","Groupe compas haïtien."
